Group Class code;Class code;January;February;March;April;May;June;July;August;September;October;November;December
325;3253;40,006;37,133;36,711;30,927;27,464;29,66;22,995;25,14;26,82;27,03;28,372;24,182
325;3253;115,585;93,502;113,648;87,302;158,049;152,941;126,429;113,037;117,589;115,091;107,368;95,801
325;3253;124,673;109,088;108,193;87,991;130,969;127,908;109,265;101,214;125,581;111,79;97,905;83,54
325;3253;32,264;23,274;24,172;22,146;26,51;20,335;15,212;14,511;11,105;14,31;11,939;13,595
325;3253;152,177;154,333;167,095;131,385;229,85;204,796;213,285;203,977;165,349;158,55;119,103;96,652
325;3253;64,612;58,977;68,747;50,812;71,011;67,099;57,574;50,615;56,117;66,187;54,353;46,657
325;3253;72,178;61,778;82,858;96,019;165,425;150,973;163,309;195,184;173,526;167,245;146,796;122,799
325;3253;119,513;101,025;86,974;69,081;121,979;133,295;122,821;128,152;138,641;112,501;98,971;85,35
325;3254;176,324;139,913;161,341;255,336;455,194;428,04;441,018;364,714;317,405;311,904;306,269;269,674
325;3254;330,786;273,541;281,168;199,482;248,612;219,702;234,893;223,396;195,391;195,065;198,072;200,366
325;3254;94,955;62,199;59,779;25,398;48,428;62,571;66,906;64,123;85,147;73,847;61,556;43,968
325;3254;;;;3,781;37,499;58,653;86,472;80,673;63,393;81,718;109,97;64,487
325;3254;73,13;119,088;185,226;232,66;360,949;186,667;108,612;168,235;151,451;149,987;116,387;110,997
325;3254;50,964;36,721;48,496;39,381;66,753;65,606;60,63;60,519;51,376;57,367;45,689;49,638
325;3254;16,038;12,526;12,865;11,692;14,054;11,889;13,695;12,36;10,677;12,289;9,648;9,177
325;3255;313,32;284,958;274,986;272,889;399,723;373,67;339,874;335,486;297,891;300,218;258,959;268,239
325;3255;31,283;26,886;33,856;50,089;122,296;95,209;65,027;65,241;79,374;81,383;74,792;82,234
325;3255;29,624;25,243;27,954;20,253;22,538;20,177;23,885;22,233;18,435;17,688;16,121;15,549
325;3255;29,786;22,309;20,024;21,149;20,791;19,825;24,831;21,887;17,666;16,708;16,673;14,604
325;3255;37,468;26,856;27,729;20,901;21,496;18,407;15,239;12,166;11,937;8,316;6,051;9,206
325;3256;213,243;181,489;200,427;162,418;213,256;192,199;181,652;201,208;207,985;218,847;184,773;177,064
325;3256;231,425;195,507;210,637;182,661;279,804;225,658;235,722;281,18;227,951;238,032;230,203;238,023
325;3256;505,251;447,831;478,1;401,299;534,498;528,13;527,251;485,967;483,951;548,436;531,1;498,929
325;3256;90,867;82,014;99,824;82,678;110,463;105,378;102,398;83,838;85,134;72,222;62,531;61,934
325;3256;11,117;8,29;6,498;5,997;11,806;9,192;8,651;7,493;8,935;6,199;7,259;6,112
325;3256;211,386;202,862;216,358;172,61;219,89;202,702;191,726;189,503;192,342;192,516;179,366;180,106
325;3256;151,739;129,917;146,784;101,484;146,777;150,695;152,765;141,794;140,674;142,204;135,65;129,036
325;3256;36,571;33,489;37,893;30,976;39,298;46,234;43,536;38,923;38,368;39,238;38,413;35,253
325;3256;44,944;50,728;53,984;32,72;34,136;27,323;29,55;30,559;27,646;28,675;24,975;17,678
325;3256;68,325;53,939;68,832;43,38;55,629;60,453;49,181;56,065;71,107;88,573;82,008;70,18
325;3259;1,241;555;958;446;361;171;;;;;;
325;3259;;515;;981;;;;;;;;
326;3260;128,263;27,595;27,175;22,084;20,578;22,683;30,482;32,127;25,774;31,295;185,641;779,06
326;3260;10,945;3,821;3,687;2,93;2,672;7,067;7,789;8,022;8,048;9,583;10,038;24,872
326;3260;234,304;419,625;126,761;106,11;116,725;124,465;162,615;374,313;139,742;145,027;351,036;1,077,453
326;3261;341,863;116,905;81,798;55,897;56,324;62,239;71,391;84,168;84,7;87,404;297,149;1,901,455
326;3261;38,473;37,982;25,849;17,525;17,502;21,675;14,713;13,621;11,381;13,134;16,69;98,508
326;3261;225,785;107,362;70,369;51,055;49,007;51,036;71,673;97,488;79,651;81,858;328,1;1,588,506
326;3261;27,563;25,212;16,116;17,107;16,694;17,663;20,005;23,855;24,541;20,498;44,278;167,288
326;3262;516,758;33,043;13,41;5,824;2,416;1,425;2,436;2,291;3,004;141,01;662,85;1,214,996
326;3262;;;;;;;;;;89,828;162,344;301,452
326;3262;91,849;4,732;1,904;299;449;308;117;93;262;8,248;108,887;254,224
326;3263;304,477;503,636;228,542;204,296;239,712;223,387;240,677;215,463;213,379;245,019;229,97;274,838
326;3263;192,275;169,892;246,992;166,244;196,771;187,936;179,823;159,865;155,288;161,808;157,964;160,123
326;3263;1,776;1,78;1,374;883;1,492;1,06;1,531;1,393;1,079;1,348;1,137;1,651
326;3263;41,638;33,394;35,065;28,127;32,951;28,633;28,379;28,772;26,565;25,015;21,985;18,83
326;3263;218,745;199,317;219,207;195,28;240,093;241,629;208,788;169,047;153,96;151,371;127,749;140,638
326;3263;4,583;3,204;2,551;1,609;1,758;1,447;2,173;1,598;1,948;903;356;690
326;3263;17,985;16,26;18,311;11,479;14,228;12,279;14,45;14,683;11,841;12,15;9,326;12,636
326;3264;221,066;135,681;146,099;132,704;140,057;133,348;117,707;119,673;131,136;101,056;113,95;140,591
327;3270;331,266;241,191;246,321;174,441;163,417;157,047;233,81;326,75;118,785;123,782;187,5;196,996
327;3270;340,833;255,334;282,426;211,036;182,799;153,602;194,139;145,156;141,091;134,002;190,828;251,037
327;3271;7,572;4,877;4,874;3,508;1,786;968;846;266;109;;68;
327;3271;30,501;13,958;16,027;10,875;11,149;19,177;12,808;3,224;564;222;102;634
327;3271;;;;109;36;184;36;36;;;36;73
327;3272;24,295;12,87;12,636;10,969;11,151;9,776;3,142;1,242;1,404;1,468;1,397;955
327;3272;95,964;157,185;58,921;46,755;137,475;372,05;266,093;36,334;7,032;8,2;9,814;8,305
327;3272;451,537;298,728;235,158;83,185;29,258;67,953;47,713;7,338;3,212;5,569;2,953;1,834
327;3273;1,933,874;1,136,140;1,053,566;1,147,465;1,721,449;1,287,914;1,287,817;1,319,151;1,144,009;1,278,147;1,180,649;3,655,546
327;3273;218,743;171,078;173,562;220,924;631,31;193,995;172,836;135,892;117,782;133,036;130,291;503,686
327;3273;118,935;140,496;78,595;65,671;58,001;30,599;26,59;29,63;20,817;15,898;10,507;20,273
327;3273;75,652;69,107;103,636;112,233;111,893;93,289;98,194;90,822;85,141;101,269;165,881;379,907
327;3273;107,465;75,398;62,591;72,69;114,809;77,994;78,778;67,214;59,438;64,44;51,734;78,75
328;3280;569,045;176,558;4,095;1,223;2,181;1,73;1,738;2,692;;;547,326;2,163,543
328;3280;518,16;562,521;18,556;5,559;2,907;593;1,407;1,398;1,138;1,076;620;1,622
328;3280;5,697;30,978;;9;;;;;;;;
328;3280;;;;;;;47,035;393,486;118;510;278;93
328;3280;;;;;;;59;;;;;
330;3300;496,783;223,322;213,73;211,458;165,331;138,331;163,82;178,795;175,664;203,622;419,164;1,467,512
330;3300;246,736;281,386;370,368;373,35;303,057;248,785;255,535;231,491;219,642;242,444;159,559;203,775
330;3300;13,721;7,708;13,538;13,403;4,444;5,863;3,763;2,127;2,074;2,839;1,236;919
330;3300;99,759;153,829;511,647;466,574;253,446;142,537;120,937;102,007;113,577;189,998;107,867;155,15
330;3300;176,617;166,391;258,077;225,32;161,242;168,515;205,814;126,23;119,501;168,09;85,059;130,821
330;3300;4,197;3,66;3,448;1,402;598;2,748;1,533;1,579;1,519;1,402;935;5,322
330;3300;1,197;3,617;41,525;29,993;13,276;1,739;553;109;7,14;16,59;16,034;25,63
330;3301;28,941;4,827;474;37;261;;;437;;782;39,704;70,532
330;3301;7,921;1,266;1,75;1,266;;;;;;;;
330;3301;25,967;20,981;10,15;2,044;523;189;94;;;;;
330;3301;428,919;211,472;200,22;208,901;220,324;199,074;193,592;186,3;179,534;297,968;452,378;732,23
330;3301;113,758;61,074;54,026;69,279;44,818;33,776;27,8;21,314;14,147;13,812;35,799;41,994
330;3302;341,504;323,711;426,293;454,129;360,168;260,337;237,166;206,835;158,309;217,845;226,228;317,281
330;3302;323,898;65,071;72,222;53,945;29,025;91,361;189,785;179,517;143,345;184,731;161,405;378,442
330;3302;;20,728;103,355;77,78;46,365;25,824;22,722;6,651;810;;;307
330;3302;1,376,160;786,134;827,011;822,606;626,939;569,492;718,352;786,288;675,889;1,286,182;854,54;2,070,143
330;3302;176,066;86,133;66,645;78,588;96,659;119,164;155,352;158,307;161,055;147,808;140,027;253,622
330;3303;192,476;99,37;73,826;53,03;57,238;59,323;60,269;79,53;45,327;25,122;46,899;65,506
330;3303;128,626;70,221;61,26;84,507;62,834;69,547;101,575;85,841;51,951;44,93;116,932;161,243
330;3303;139,708;106,234;87,285;96,825;110,462;95,225;86,819;76,306;55,158;34,387;73,494;322,924
330;3303;323,511;310,745;137,58;108,731;288,904;216,644;282,795;438,674;293,015;295,187;760,468;1,508,855
330;3304;1,231,273;1,034,820;1,075,553;963,059;597,719;518,894;605,118;644,009;575,516;878,299;557,027;853,408
330;3304;317,793;216,668;203,492;251,088;80,032;44,682;59,504;42,351;29,643;68,975;101,191;215,311
330;3304;372,845;257,903;326,11;398,524;230,401;136,671;145,143;94,843;103,185;264,106;149,731;190,02
330;3304;1,127,035;731,1;769,263;612,989;451,63;338,915;373,838;591,789;672,371;900,54;584,419;1,032,070
330;3305;461,821;194,598;207,599;217,165;178,695;155,042;180,162;171,451;133,297;169,375;354,107;761,377
330;3305;49,002;28,836;22,887;22,784;8,294;3,747;3,852;4,421;5,084;4,655;2,436;5,061
330;3305;15,397;10,975;10,185;12,847;47,73;61,251;60,393;53,378;44,199;48,246;92,975;170,004
330;3305;735;;;279;;;;255;;;3,887;8,369
330;3306;616,715;434,592;471,94;474,311;484,529;336,07;370,368;545,667;498,965;695,975;401,812;544,706
330;3306;192,338;145,611;160,312;161,553;152,929;114,24;106,134;128,734;118,374;159,885;73,447;109,273
330;3306;27,697;11,644;5,813;7,846;9,863;9,407;13,022;62,99;65,176;85,341;57,101;73,042
330;3306;166,482;81,603;62,818;36,822;21,771;90,604;182,521;81,383;74,754;235,704;102,816;106,553
330;3306;178,817;132,936;155,15;171,944;185,831;144,909;139,292;169,203;137,993;210,048;106,385;167,655
330;3306;110,632;86,748;100,155;109,73;113,29;76,287;78,587;136,192;152,931;240,699;128,066;170,893
330;3307;352,861;162,195;149,057;131,929;130,119;140,099;170,667;142,358;107,304;104,172;135,128;301,713
330;3307;250,594;170,837;263,47;293,085;290,204;201,017;208,405;185,685;162,704;269,744;138,268;229,862
330;3307;93,437;41,499;29,335;18,022;7,834;9,614;17,548;16,842;25,348;18,864;88,131;162,074
330;3307;69,465;52,225;50,569;49,498;188,869;213,821;242,434;258,643;219,815;296,409;189,268;336,836
330;3307;109,29;102,855;117,297;92,408;119,377;122,556;175,407;136,011;105,316;96,07;57,995;70,972
330;3307;62,397;36,437;31,301;32,045;23,236;26,171;19,782;8,228;5,046;9,161;2,64;2,545
330;3307;111,881;104,619;113,25;117,914;145,122;118,358;120,326;110,259;89,598;101,164;74,541;123,831
330;3308;220,397;183,764;179,712;155,095;200,599;161,479;164,692;119,093;207,294;217,556;111,573;119,443
330;3308;321,992;316,926;274,342;359,58;641,026;431,308;368,81;276,763;376,046;446,915;253,869;386,925
330;3308;53,028;36,196;48,55;21,393;159,421;71,944;184,29;117,523;193,372;384,159;112,426;83,874
330;3309;;;1,132,328;7,647,171;-102;2,255;701;780;55;64;89;19
330;3309;;;;;;;;;;160,82;448,621;665,642
331;3310;1,095,949;940,859;1,126,566;892,993;1,197,736;1,070,931;832,588;672,569;652,407;1,057,804;1,153,569;1,117,582
331;3310;219,1;183,191;198,725;159,49;187,836;137,875;131,306;108,898;101,316;174,34;163,785;177,697
331;3310;21,449;18,197;18,13;15,573;15,036;13,626;14,42;12,616;14,914;17,074;18,849;18,224
331;3311;167,279;153,907;121,274;69,022;57,15;28,338;18,626;33,388;13,248;32,482;50,645;23,258
331;3311;77,932;63,139;51,29;57,999;55,28;32,093;30,305;31,778;27,375;29,204;28,75;34,534
331;3311;12,724;19,365;28,005;29,512;30,406;27,231;20,501;18,496;19,081;20,348;21,487;16,065
331;3311;1,132;1,32;3,827;1,426;937;56;465;559;166;65;;224
331;3312;191,806;122,801;117,336;89,037;222,824;270,397;152,765;151,105;135,434;158,512;242,665;192,043
331;3312;52,581;40,979;37,291;25,951;43,133;48,586;36,572;36,071;29,839;36,068;46,152;44,996
331;3312;23,798;14,664;11,13;9,424;17,389;13,369;12,176;11,325;8,184;10,727;20,908;15,721
331;3312;348,845;240,86;371,504;240,953;386,352;223,028;256,979;254,776;204,467;277,556;206,829;271,243
331;3313;836,719;724,422;738,159;313,084;500,252;578,897;413,037;597,925;387,176;318,161;287,072;201,71
331;3313;219,093;95,37;101,089;62,512;96,295;205,619;117,662;272,019;296,168;648,156;479,172;463,007
331;3313;730,43;635,168;459,598;290,748;424;476,794;386,178;452,561;713,72;816,514;631,396;583,626
331;3313;8,198;2,964;3,583;3,294;;5,794;93;;185;;;
331;3313;1,131,617;1,380,636;1,463,206;957,112;709,57;768,075;971,14;927,514;1,209,047;1,271,164;1,025,310;878,336
331;3313;1,982,682;1,531,737;1,617,732;1,203,093;1,458,757;1,334,636;902,055;1,597,730;1,726,566;1,453,669;784,122;1,160,416
331;3313;547,785;451,587;445,07;291,364;347,983;280,264;397,182;221,023;159,323;216,695;285,118;270,242
331;3313;779,692;687,176;580,139;508,504;458,744;405,411;526,049;604,63;536,952;453,226;464,377;411,192
331;3313;237,305;123,147;155,794;200,542;190,964;256,924;232,774;260,279;139,974;229,179;179,666;287,959
331;3314;300,55;338,571;461,273;390,293;363,951;380,222;323,637;339,681;261,731;302,629;258,227;366,597
331;3314;506,796;483,508;421,232;408,149;432,419;331,912;353,979;328,161;307,635;412,856;266,438;312,687
331;3314;510,639;461,548;336,569;306,905;197,967;194,208;298,956;450,996;345,955;449,206;268,033;321,244
331;3314;558,511;574,157;516,652;412,188;495,354;429,551;445,334;499,724;422,487;534,601;486,571;471,007
331;3314;150,55;193,358;177,05;160,966;125,479;138,059;129,555;103,862;81,503;95,082;78,576;53,048
331;3314;360,151;274,83;262,945;250,013;282,01;254,941;251,522;265,175;240,89;279,832;206,029;213,679
331;3315;423,028;334,563;384;354,47;374,889;431,049;567,105;451,904;383,559;439,102;343,087;358,082
331;3315;101,011;84,041;80,195;69,586;63,499;87,422;119,164;100,621;75,397;80,027;73,104;87,597
331;3315;227,635;162,863;182,235;147,303;187,068;225,299;215,206;141,872;132,257;135,27;152,364;190,462
331;3315;25,235;29,834;29,848;26,725;24,351;31,217;30,395;21,633;15,335;20,134;21,06;25,416
331;3315;122,164;77;54,75;42,99;48,835;68,335;75,016;64,05;63,722;67,302;69,793;88,834
331;3315;110,007;79,141;81,277;57,849;74,729;83,671;87,575;68,152;47,678;74,586;84,839;108,002
331;3316;17,563;10,807;11,516;5,983;2,626;;520;;;;;
331;3317;23,631;31,622;19,619;8,762;2,607;9,952;1,709;93;227;665;9;
331;3317;70,45;79,555;86,231;62,2;52,354;36,626;46,721;41,082;48,187;78,289;27,112;33,406
331;3317;11,032;12,942;12,557;15,805;8,72;5,607;6,238;7,895;9,417;7,47;9,186;13,643
331;3317;30,248;17,507;17,957;13,087;12,785;8,618;9,99;8,547;9,044;25,105;19,085;36,012
331;3317;;;152;14;;364;75;;;;;
332;3320;104,385;116,68;129,261;88,446;109,113;59,738;55,17;49,7;52,399;99,211;83,394;81,92
332;3320;143,748;143,715;134,355;128,729;109,187;128,813;117,958;140,336;164,908;178,864;179,217;153,159
332;3321;752,167;399,336;378,199;1,265,108;2,380,790;460,337;499,14;574,056;418,923;723,799;459,402;586,735
332;3321;4,509;3,235;17,25;66,269;248,029;20,722;14,93;7,542;5,636;4,82;2,47;3,155
332;3321;430,568;262,858;216,845;550,248;1,265,180;331,105;359,177;365,516;259,922;437,542;290,118;310,521
332;3323;120,84;59,888;71,326;39,28;30,747;30,028;32,72;132,907;138,701;141,072;129,422;265,551
332;3323;479,575;326,199;418,243;317,193;255,271;207,102;207,744;346,083;256,832;369,669;359,069;467,888
332;3323;877,355;898,969;1,215,662;815,191;606,179;457,767;1,523,684;1,313,926;535,664;851,973;715,801;1,049,720
332;3323;346,982;340,227;622,469;407,244;337,567;266,179;269,131;377,077;367,471;662,89;576,809;753,507
332;3323;802,766;805,416;1,025,565;1,081,659;914,977;897,977;1,331,547;1,261,210;1,418,417;1,685,339;1,581,469;1,717,790
332;3324;215,079;223,397;200,762;161,248;223,281;258,746;315,929;282,719;361,16;372,96;351,138;483
332;3324;239,705;160,747;165,185;216,075;288,34;126,9;67,285;37,921;30,294;52,749;1,979,004;1,230,350
332;3325;279,691;232,878;215,978;190,691;497,889;227,24;241,638;193,181;132,989;258,939;138,821;162,166
332;3326;699,346;522,804;667,813;1,307,728;2,269,600;538,957;593,23;549,891;541,004;913,379;570,888;889,339
332;3326;63,762;38,034;49,891;46,888;32,525;14,159;11,606;17,135;53,179;115,324;174,296;289,741
332;3326;55,588;32,844;18,019;19,35;7,011;4,156;4,45;36,578;30,738;39,347;31,668;124,998
333;3330;1,006,102;1,001,461;1,059,515;846,394;1,235,427;733,251;659,241;728,155;716,96;1,019,140;625,809;911,497
333;3330;241,28;202,327;163,944;155,785;183,125;105,458;122,14;138,383;168,332;198,542;120,179;157,944
333;3330;1,274,536;990,436;1,466,970;1,269,740;1,593,846;930,58;765,952;726,959;1,103,288;1,494,494;909,33;1,505,381
333;3330;1,562,003;1,231,001;1,663,290;1,879,346;2,099,416;1,380,221;1,183,198;903,965;919,428;1,456,427;1,077,278;1,752,103
333;3330;338,59;283,944;272,075;219,122;205,935;210,553;189,557;175;182,469;204,4;168,249;233,355
333;3331;2,397,944;1,827,274;1,947,614;2,088,584;2,832,058;1,530,036;1,339,202;1,473,140;1,683,129;2,334,772;1,558,682;2,135,612
333;3331;603,474;689,609;1,312,401;754,864;940,598;575,103;469,04;561,888;444,81;1,025,536;702,284;1,149,444
333;3331;561,028;340,005;458,467;483,925;623,329;356,019;409,3;224,727;243,008;296,114;276,823;325,327
333;3331;680,828;590,478;882,335;821,111;1,071,007;1,014,847;1,019,397;992,574;636,778;725,021;615,848;634,379
333;3331;;;10,28;;;;;;;;;
333;3332;55,508;45,122;49,078;39,535;43,833;35,103;38,084;39,266;35,34;41,489;34,485;35,536
333;3332;412,346;385,4;439,321;393,671;414,167;328,866;354,322;326,605;336,868;421,66;223,905;301,197
333;3332;54,26;47,984;65,999;57,879;56,653;35,396;37,287;32,06;27,948;39,238;31,754;33,553
333;3333;47,822;47,477;78,056;76,794;60,341;20,271;35,922;34,176;39,028;86,75;22,523;12,1
333;3333;205,757;163,538;365,855;280,468;488,324;140,827;138,09;147,243;108,273;148,698;59,259;72,21
333;3333;15,25;14,399;15,163;14,073;12,036;4,908;6,277;8,349;8,555;10,2;7,561;10,105
334;3340;264,96;306,297;822,745;834,162;621,599;572,53;450,283;327,638;278,266;384,5;211,151;233,862
334;3340;103,721;131,795;250,967;293,534;104,699;65,359;63,486;77,957;77,521;60,738;60,694;102,261
334;3340;50,174;59,415;228,977;203,718;103,338;80,303;77,381;68,872;55,231;101,202;41,311;48,408
334;3340;103,16;121,93;414,786;424,805;165,075;104,194;110,34;99,914;78,354;160,46;56,85;86,435
334;3340;58,666;76,292;189,554;237,508;112,611;92,824;88,124;64,677;51,107;87,98;48,909;55,438
334;3341;128,262;152,03;332,794;314,871;111,124;84,957;76,332;58,455;46,65;108,516;47,179;67,099
334;3341;146,465;242,187;1,356,558;1,826,508;205,93;100,588;113,156;86,748;76,563;198,214;91,304;132,492
334;3341;65,948;58,539;177,004;187,237;65,295;55,747;72,812;70,925;47,878;98,412;78,832;137,296
335;3350;591,698;548,797;357,071;161,999;149,928;110,684;164,205;240,131;521,62;1,572,170;1,754,479;3,817,294
335;3350;181,636;407,091;485,094;242,439;76,858;66,501;112,702;81,311;74,395;119,876;32,491;98,36
335;3351;286,278;207,435;309,81;212,432;144,4;96,318;120,146;134,55;229,543;541,12;699,46;1,206,862
335;3352;62,507;46,326;44,129;43,683;39,37;23,369;25,846;26,412;25,727;49,865;35,716;57,882
335;3352;61,648;29,59;34,431;49,013;52,082;31,862;38,933;48,877;24,881;60,688;67,258;130,969
335;3352;1,215,446;803,283;955,499;1,088,466;919,795;704,821;757,277;754,582;884,23;1,407,089;1,479,614;3,178,489
335;3352;81,557;48,516;97,09;57,517;103,843;154,795;114,397;76,872;112,565;269,885;159,637;225,271
336;3360;4,293;;;;;;;;73;205;593,74;2,092,076
336;3360;2,212;;1,338;5,472;1,034;13,056;18,008;2,576;167;386;324,767;837,323
336;3361;108,475;9,307;6,454;35,021;9,136;26,657;67,621;50,404;9,843;11,828;1,116,126;5,074,826
336;3361;3,957;;362;835;118;589;135;;;;54,346;223,183
336;3362;38,426;11,523;;385;41;;421;486;;;443,607;2,623,292
336;3362;2,335;53;8;364;120;125;1,57;991;217;;193,36;471,34
336;3362;21,395;356;2,362;7,509;2,863;4,031;24,24;17,061;5,428;5,83;677,184;2,095,939
336;3363;2,08;;;;;;;;;;10,307;120,706
336;3363;15,215;;;;;;;;;;150,716;1,150,165
336;3363;304;;;;;;;;;;2,476;11,004
336;3363;26,95;168;1,207;2,596;1,275;9,693;17,129;5,782;903;7,231;94,277;840,115
336;3364;12,133;27;;;;;;;;;59,762;582,719
336;3364;16,898;418;3,289;30,211;4,292;6,407;16,275;10,605;1,931;2,271;72,127;491,741
336;3364;44,157;2,007;1,994;4,141;784;759;1,964;969;277;2,184;209,262;1,084,820
336;3365;190,033;1,265,868;1,33;4,137;313;614;1,203;269;139;27;1,89;23,949
336;3366;1,505;364;946;1,538;203;82;182;151;;;;56
340;3400;617,869;886,78;535,157;535,276;513,684;517,582;664,601;1,191,874;437,45;480,706;476,874;609,908
340;3400;85,837;80,86;68,294;54,518;67,217;70,628;75,78;75,531;64,808;56,53;59,149;53,118
340;3401;144,882;107,43;92,18;78,726;84,852;98,451;90,359;75,932;57,82;90,039;80,41;75,8
340;3403;26,195;24,11;21,359;16,43;16,284;17,919;14,033;18,584;14,697;13,621;10,539;19,009
340;3407;18,034;12,022;11,722;16,16;8,693;10,774;8,905;12,061;8,176;9,728;13,958;12,863
340;3407;56,761;44,622;37,757;48,177;33,713;35,797;29,378;23,562;18,375;17,536;18,118;21,416
340;3407;331,4;240,821;305,539;381,297;463,134;377,133;401,758;409,038;290,351;339,588;250,474;387,622
340;3407;127,698;143,628;177,743;260,663;232,091;170,311;121,611;99,55;80,413;99,357;95,419;141,696
340;3407;737;292;73;157;56;18;;33,296;245,591;350,63;413,599;390,51
341;3410;125,389;102,199;105,493;100,523;96,137;91,104;95,684;95,445;84,197;81,506;81,889;84,065
341;3411;167,4;140,448;140,855;127,616;124,043;111,175;115,209;112,149;101,935;87,997;75,971;77,98
341;3412;53,319;49,62;49,352;43,951;45,574;41,718;47,477;43,149;39,634;44,585;41,547;38,799
341;3412;161,267;146,976;145,748;124,643;136,649;126,801;129,245;119,74;110,796;117,386;116,31;115,154
342;3420;173,274;150,064;157,73;174,556;217,418;194,03;166,761;119,555;111,893;107,718;87,668;94,926
342;3420;78,376;70,531;69,141;86,693;99,382;123,86;98,551;89,415;66,205;61,496;39,937;43,436
342;3420;10,825;15,202;16,802;6,136;3,965;3,493;3,992;4,996;7,587;4,433;2,969;6,569
342;3420;15,097;16,98;13,559;14,293;18,372;15,974;8,31;7,2;3,293;2,981;2,013;2,369
342;3421;40,87;34,308;37,495;38,346;41,276;36,752;37,042;33,297;26,772;27,472;28,69;32,841
342;3421;30,405;25,964;29,184;27,16;30,665;25,962;29,942;25,436;25,898;20,377;22,617;19,849
342;3421;6,343;5,066;4,935;4,121;4,486;4,935;4,963;5,355;5,495;3,208;4,524;4,135
342;3421;46,124;35,815;36,768;37,561;33,894;27,74;31,839;26,022;21,433;30,649;27,825;23,709
342;3422;11,776;41,607;91,318;171,86;22,237;2,336;1,86;;3,271;;1,636;
342;3422;69,413;64,293;56,414;68,092;59,105;44,449;51,269;48,324;46,645;69,198;62,541;34,274
342;3422;5,089;4,974;6,243;5,616;9,521;8,272;9,812;7,695;6,524;5,511;3,664;4,644
343;3430;64,841;57,755;58,619;62,919;62,565;55,142;50,318;53,251;42,856;39,154;35,323;26,636
343;3430;39,986;26,646;36,27;33,085;35,676;23,178;26,531;23,179;18,477;34,075;34,71;35,345
343;3430;166,55;148,377;171,494;171,48;147,197;123,452;113,104;104,194;103,548;115,012;167,614;159,242
343;3430;91,805;79,303;90,404;94,222;77,254;57,837;55,166;48,778;49,316;53,318;60,115;52,984
343;3431;35,583;35,811;40,672;50,983;46,598;33,411;30,241;28,534;25,887;23,189;39,935;41,323
343;3431;105,48;90,502;87,678;83,721;74,504;75,636;70,087;54,754;50,805;56,017;57,624;62,901
343;3431;32,356;29,549;26,006;18,593;23,999;21,016;22,112;24,749;23,637;32,113;35,045;36,692
343;3432;154,667;144,309;151,502;186,403;158,507;110,618;92,028;85,504;78,603;98,864;119,931;112,616
343;3432;114,221;100,716;117,667;134,953;97,733;77,333;79,292;77,99;64,684;63,601;74,948;67,269
343;3432;119,85;95,705;118,653;114,083;87,038;62,103;68,869;47,14;45,238;29,584;10,51;2,416
343;3432;81,233;82,058;90,364;100,925;62,388;43,087;43,738;23,884;37,384;59,968;77,752;73,469
343;3433;149,224;96,515;114,077;108,845;103,036;76,197;86,306;101,747;107,112;170,053;97,878;98,367
343;3433;1,271,786;2,324,767;1,441,298;983,052;696,945;853,518;813,589;673,519;798,49;897,157;722,037;633,822
343;3433;41,421;43,771;39,327;89,355;47,698;63,514;54,607;27,373;23,607;49,12;46,118;34,292
343;3435;6,488;5,707;4,709;4,373;4,153;3,607;2,84;748;654;2,355;2,573;893
343;3435;3,996;3,501;1,892;2,125;1,729;1,784;1,445;856;642;770;1,307;575
343;3435;3,044;3,22;1,769;1,854;1,022;927;610;818;293;9,546;9,594;10,028
343;3436;389,383;296,766;277,72;355,15;380,654;314,234;347,813;345,168;275,112;244,748;230,958;240,981
343;3436;475,858;418,051;440,548;436,91;505,879;446,299;417,2;403,53;291,551;339,613;312,456;350,863
343;3436;1,334,836;1,315,277;1,284,656;1,446,335;1,324,245;1,074,692;1,294,859;1,537,055;1,013,503;1,129,162;1,055,373;861,042
344;3440;20,767;55,825;177,667;123,644;409,882;179,53;213,769;69,386;35,346;72,478;35,055;6,346
344;3441;43,035;52,322;57,943;69,171;55,989;44,628;49,45;40,917;28,598;33,158;31,994;38,837
344;3441;143,037;238,741;382,929;249,722;292,525;299,751;178,178;135,764;66,093;209,242;74,546;130,804
345;3450;1,172,289;1,089,783;1,351,103;1,383,396;1,359,650;1,068,358;1,167,228;1,173,486;1,072,285;1,202,926;980,811;1,100,920
345;3450;30,439;31,227;32,776;33,669;37,365;36,367;34,786;35,409;34,248;42,279;30,35;30,137
345;3450;188,397;169,095;172,399;177,355;189,799;176,849;199,32;178,408;168,23;206,625;170,322;181,951
345;3450;1,779,480;1,595,309;1,862,040;1,908,691;1,994,315;1,506,993;1,830,952;1,761,455;1,534,220;1,937,657;1,723,055;1,751,394
345;3450;576,534;514,609;556,831;522,195;550,404;503,725;549,902;520,666;544,093;592,789;487,375;565,775
345;3450;95,676;74,57;72,315;66,01;63,75;53,928;67,293;57,011;42,037;31,617;17,183;17,815
345;3450;158,647;138,955;133,514;124,341;136,305;129,808;157,869;124,843;109,503;126,261;102,601;132,142
345;3451;2,343;1,775;2,066;2,085;1,153;672;1,227;;446;1,1;;
345;3451;949,777;782,713;821,663;809,701;908,396;863,889;1,111,328;1,143,425;1,106,647;1,255,609;995,492;1,051,099
345;3452;46,25;40,289;44,371;42,032;43,462;38,86;40,23;38,511;34,742;28,965;27,205;29,938
