Group Class code;Class code;January;February;March;April;May;June;July;August;September;October;November;December
151;1513;532,577;427,606;493,193;401,191;407,079;349,332;367,34;412,025;402,166;422,143;425,462;547,048
151;1514;244,834;206,583;216,116;243,155;260,797;228,528;231,839;265,885;238,312;297,538;267,952;195,619
151;1514;222,232;188,04;216,499;197,345;248,97;208,628;221,777;215,504;196,573;197,103;171,527;201,297
151;1514;452,583;392,45;399,645;381,827;450,763;370,803;450,385;441,376;381,779;410,613;341,777;384,881
151;1514;281,109;193,536;196,66;131,161;113,648;93,386;110,818;125,581;167,392;339,089;322;734,685
151;1515;509,449;596,102;498,652;517,049;552,679;455,038;443,36;452,272;455,297;663,966;462,228;528,113
152;1520;48,699;100,819;46,025;47,195;58,386;38,731;46,301;50,467;41,295;64,793;105,678;133,685
152;1520;471,035;533,43;478,449;503,233;542,755;391,505;458,295;509,704;386,424;421,699;442,307;658,754
152;1520;412,581;639,934;502,991;515,219;461,073;366,65;394,351;492,328;362,69;387,745;298;393,844
152;1522;241,298;164,67;151,437;174,438;191,775;173,043;167,581;127,429;187,286;226,813;185,735;258,357
152;1522;1,253,762;1,100,815;1,378,936;1,428,307;1,771,228;1,594,342;1,433,173;1,355,829;1,418,892;1,726,928;1,270,974;1,402,108
152;1522;1,546,729;1,457,507;1,574,569;1,606,418;1,908,218;1,626,634;1,538,459;1,504,039;1,333,614;1,464,327;1,337,910;1,382,254
152;1522;879,056;792,297;909,371;930,237;1,041,837;1,231,059;933,169;954,646;949,692;1,185,243;970,403;1,059,223
152;1523;2,800,172;2,153,204;2,572,203;2,836,992;2,576,034;2,006,039;2,247,592;2,362,765;2,164,616;3,086,067;2,219,027;3,563,318
152;1523;315,441;242,861;272,06;285,202;322,887;284,118;272,866;272,945;282,841;312,893;304,461;344,577
152;1523;63,276;71,484;81,643;71,386;72,977;84,706;84,7;104,497;102,257;104,354;90,399;109,013
152;1524;1,496,076;1,288,944;1,561,866;1,773,609;2,191,808;1,412,099;1,356,316;1,381,361;1,365,307;1,416,225;1,318,061;1,923,066
152;1524;245,832;238,737;242,575;291,424;331,54;248,987;283,742;240,586;202,176;248,398;215,857;230,601
152;1524;590,031;484,014;561,106;662,814;802,611;630,936;607,937;552,138;558,734;570,611;560,685;605,487
152;1524;1,289,949;1,007,713;1,132,833;1,246,826;1,335,082;979,815;1,162,351;1,093,106;1,020,380;1,114,848;1,001,267;1,276,242
152;1525;340,039;296,988;327,599;330,085;353,7;321,709;345,618;332,795;314,459;321,384;294,334;298,21
152;1525;163,568;148,291;167,015;162,56;169,469;157,774;170,534;156,605;146,576;161,062;150,756;150,737
152;1525;307,506;290,762;326,102;319,594;340,392;311,243;328,288;324,132;292,358;307,305;280,004;277,944
153;1530;1,139,008;1,009,957;1,455,857;1,674,071;1,750,981;1,033,664;1,144,761;1,030,746;951,242;1,221,750;905,827;1,019,504
153;1530;371,649;341,661;466,849;556,581;521,802;296,743;325,358;334,088;343,34;386,423;305,841;365,807
153;1530;146,318;143,426;230,167;263,206;296,641;150,91;169,469;179,005;168,089;223,919;139,297;189,315
153;1530;118,039;107,144;153,483;153,527;145,015;99,283;128,734;102,962;89,82;117,133;82,919;95,951
153;1530;253,411;242,067;373,297;427,999;375,492;242,742;253,046;247,754;259,06;252,158;222,303;249,786
153;1530;55,586;54,126;69,474;82,096;83,727;61,238;70,38;62,198;58,916;65,518;44,412;59,959
153;1530;204,825;180,144;319,859;419,818;308,272;193,141;188,864;149,837;147,444;216,841;150,332;157,577
153;1530;81,052;68,549;112,104;118,829;93,754;67,431;79,378;59,157;46,453;72,76;44,077;57,266
153;1530;648,039;564,572;726,434;830,994;993,447;610,352;1,321,397;1,440,694;1,040,264;1,119,958;758,355;876,037
153;1531;347,481;307,66;419,435;508,858;655,557;454,507;458,763;421,197;385,482;464,996;383,006;427,718
153;1531;210,228;203,135;269,47;294,384;288,222;204,291;214,176;219,067;222,88;272,198;200,694;225,206
153;1531;41,676;25,338;34,703;38,293;45,25;32,866;41,475;34,113;30,531;45,301;29,35;36,39
153;1532;161,176;173,872;164,952;179,603;189,939;162,105;188,455;180,585;162,908;300,021;163,566;188,154
153;1532;282,137;246,239;607,577;297,672;433,282;263,718;289,876;291,881;313,208;267,725;219,547;318,289
153;1533;124,989;126,418;151,464;117,39;138,553;169,25;95,605;103,118;103,167;102,864;92,257;108,795
153;1533;37,166;33,157;37,276;38,153;36,714;30,52;32,799;35,36;29,119;33,937;29,755;32,016
154;1540;4,132,836;3,796,756;4,365,785;4,288,223;4,765,937;4,050,406;4,455,747;4,472,499;3,899,201;4,338,205;3,831,994;4,007,494
154;1541;238,514;206,387;227,895;224,427;223,804;216,107;256,631;291,562;273,655;354,829;264,402;270,036
154;1541;52,807;30,295;36,454;38,78;44,914;38,27;38,149;33,885;33,051;33,273;32,547;64,557
154;1541;46,36;44,499;47,835;54,861;63,28;46,32;39,643;31,092;26,43;27,736;25,81;31,346
154;1541;230,134;191,516;199,182;157,714;159,781;131,59;141,888;154,726;169,557;197,76;211,143;257,275
155;1550;;;;;;;-15;;;;;
156;1560;65,772;59,786;61,059;64,867;56,506;48,488;61,267;49,475;47,872;51,003;54,357;36,712
159;1590;;;;;;;;;;;;0
300;3000;1,080,744;942,738;998,76;1,042,864;1,164,748;902,745;960,913;906,132;932,214;1,042,208;889,556;1,003,583
300;3000;1,632,385;1,336,385;1,436,298;1,530,937;1,605,572;1,273,379;1,479,154;1,344,981;1,386,304;1,653,886;1,435,655;1,684,425
300;3000;41,69;55,493;75,373;58,488;107,192;161,181;183,156;149,134;124,047;151,463;116,133;100,418
300;3000;360,949;350,682;343,914;428,162;338,998;280,602;306,944;271,132;285,983;321,41;248,083;291,317
300;3000;87,861;66,815;77,636;75,491;91,354;71,813;74,055;68,263;60,525;75,988;93,36;83,068
300;3000;309,604;277,93;299,137;311,575;359,893;245,023;281,71;269,405;241,727;328,049;296,575;264,28
300;3000;177,96;117,977;140,27;137,219;128,98;116,512;113,65;111,166;100,9;126,11;131,073;209,712
300;3000;101,885;82,799;83,073;89,603;90,904;74,464;81,534;86,581;73,838;82,123;99,731;103,373
300;3000;222,656;168,765;162,263;205,15;159,52;157,137;154,492;159,692;127,715;139,535;126,986;167,716
300;3000;178,496;133,985;134,153;145,966;138,319;120,259;127,922;115,218;126,681;132,371;118,719;172,511
300;3001;542,727;424,05;395,389;390,01;428,318;389,168;537,274;504,722;484,844;753,827;560,789;610,951
300;3001;42,683;35,083;44,655;34,881;46,268;30,805;38,756;35,7;16,379;25,674;140,319;20,856
300;3001;6,556;6,466;3,084;3,187;3,27;2,607;2,618;3,635;2,634;3,423;4,72;5,513
300;3001;1,009;1,355;;;;;;;;;;
300;3001;113,804;113,279;109,242;99,719;90,894;84,153;96,351;72,515;57,265;62,381;57,657;58,548
300;3001;45,162;36,736;40,999;38,673;34,871;28,559;26,701;28,754;23,19;28,638;30,966;29,807
300;3002;269,076;215,658;221,11;200,99;196,081;180,164;201,523;222,772;193,366;225,288;205,732;198,171
300;3002;169;;;;;;;;;;;
300;3002;1,971,390;1,811,657;1,795,974;1,963,311;1,817,101;1,676,271;2,162,181;1,905,235;1,689,118;1,953,836;1,810,593;2,024,031
300;3002;9,313;8,041;9,984;6,335;5,377;5,661;4,538;4,042;4,094;5,874;8,318;9,278
300;3003;324,346;260,581;264,012;266,372;279,807;224,795;261,998;245,732;241,757;262,265;216,977;231,314
300;3003;411,373;339,703;325,259;321,652;303,56;377,837;8,266,917;644,418;476,063;614,257;2,082,374;514,613
300;3003;200,26;142,71;118,056;130,404;140,047;142,623;615,39;126,508;93,188;151,204;132,623;143,403
300;3003;195;18;;;;;;;;;;
300;3003;3,372;1,031;1,069;778;36;36;;133;397;;75;8
300;3004;174,195;153,935;192,682;175,512;201,079;123,076;133,79;116,385;101,6;135,138;99,367;158,332
300;3004;48,009;21,678;24,847;20,114;3,299;595;;1,799;;7,454;11,034;21,435
300;3004;52,448;44,937;38,426;29,662;20,464;25,648;15,747;4,695;1,673;2,038;819;461
300;3004;53,082;49,804;45,38;39,93;38,193;30,678;31,35;32,34;30,737;21,861;9,283;10,576
300;3004;2,866,101;2,679,314;2,930,488;2,770,528;2,709,431;2,834,854;2,940,585;2,737,808;2,637,715;2,867,185;2,440,723;2,544,624
300;3005;267,266;240,147;261,335;289,758;329,756;296,193;306,631;294,037;268,038;295,164;264,644;294,739
300;3005;35,119;31,018;23,345;14,93;12,593;10,461;9,938;10,199;8,832;10,924;10,026;12,382
300;3005;26,978;21,207;29,073;46,672;47,187;38,916;41,694;41,082;34,557;39,759;35,021;44,276
300;3005;49,406;38,986;44,312;40,324;29,26;22,546;22,286;23,062;20,285;25,664;21,052;23,434
300;3005;11,221;10,266;8,475;8,757;9,678;14,564;10,715;8,112;7,029;8,451;6,145;5,995
300;3005;2,881;1,712;2,42;3,283;2,14;3,649;4,013;1,563;1,388;1,654;839;1,243
300;3005;28,67;23,738;27,632;35,714;32,641;32,235;31,093;30,621;29,865;37,447;35,656;34,837
300;3005;154,892;133,776;219,575;390,785;446,576;417,126;423,641;410,115;399,673;446,515;401,93;446,964
300;3006;33,364;22,249;23,174;30,384;4,653;2,62;1,622;242;354;307;;0
300;3006;30,583;23,009;55,688;54,458;42,064;48,855;59,979;61,659;63,751;52,51;42,133;49,274
300;3006;1,206,634;1,021,992;871,868;826,098;763,857;833,176;901,754;1,174,246;982,999;1,177,836;855,829;916,832
300;3006;433,636;315,465;245,217;127,585;69,618;81,899;81,881;88,469;61,985;65,898;58,263;79,608
301;3010;85,804;47,822;72,886;78,684;146,949;108,609;177,371;269,221;92,637;107,783;94,542;86,311
301;3010;1,673;1,189;;;925;;;149;;;;
301;3010;574,679;456,605;365,744;384,089;430,536;435,928;401,904;408,343;288,545;354,877;241,228;238,801
301;3010;35,893;26,422;23,336;29,285;20,357;21,935;31,375;38,577;27,103;32,174;27,768;36,012
301;3011;10,376;8,936;7,628;8,138;7,522;7,704;3,316;1,544;847;837;255;137
301;3011;4,704;3,698;2,571;3,782;3,357;3,736;1,254;410;113;245;89;784
301;3012;259,35;217,465;209,287;183,549;182,952;155,812;209,293;106,03;209,874;184,55;144,821;135,063
301;3012;2,757;1,63;;;;;;;;;;
301;3012;14,014;9,364;11,977;11,593;8,275;8,493;6,966;6,268;9,279;7,375;5,352;6,809
301;3013;17,222;18,49;12,751;34,828;83,569;68,957;44,753;70,765;49,355;44,049;17,033;23,673
301;3014;182,293;161,485;126,824;131,938;121,74;138,029;192,855;292,66;187,906;252,457;277,746;213,686
301;3014;7,054;6,07;6,013;5,585;4,9;11,124;3,57;894;637;663;146;364
301;3015;1,952,346;1,135,950;952,422;823,898;563,365;1,195,598;1,492,258;1,046,659;1,571,018;1,984,497;1,043,007;723,429
301;3016;82,632;59,501;87,355;50,443;54,828;55,334;108,021;163,504;161,992;149,145;152,295;130,957
301;3016;133,98;77,485;102,784;102,926;133,237;114,473;82,03;63,115;67,796;80,748;101,423;73,274
302;3020;22,438;21,222;26,332;21,022;11,254;14,206;10,936;8,408;9,547;8,581;6,62;10,225
302;3020;167,987;120,288;109,788;94,667;78,567;75,207;90,103;169,157;123,212;137,01;84,432;44,638
302;3020;87,064;64,907;55,083;41,149;25,786;15,565;10,384;3,875;2,037;1,108;525;957
302;3020;64,642;63,235;49,803;32,827;23,789;13,157;7,535;17,202;40,898;44;28,019;17,856
302;3020;11,612;6,831;4,47;3,293;15,631;18,302;9,934;13,963;10,241;14,225;9,817;11,617
302;3021;15,636;7,931;5,087;2,331;1,472;1,247;1,908;1,983;2,558;2,276;1,712;2,176
302;3021;75,488;59,421;45,355;34,726;20,88;14,056;13,772;20,39;40,328;40,234;26,038;30,107
302;3021;47,733;29,09;15,431;20,302;26,068;20,668;13,385;21,302;29,766;30,857;24,847;23,279
302;3021;21,06;7,201;7,846;10,254;33,934;36,183;16,879;26,75;35,903;38,009;39,737;39,46
302;3021;8,915;4,049;1,242;376;177;425;916;2,804;9,203;11,188;8,231;7,85
302;3022;32,615;26,597;27,578;20,84;13,727;9,42;13,327;9,031;6,839;12,436;24,428;17,623
302;3022;12,594;10,572;13,263;12,467;13,572;8,694;7,079;8,24;4,522;7,445;21,269;25,563
302;3022;40,378;56,273;52,087;50,836;23,27;21,211;15,493;10,941;11,007;10,401;8,117;12,073
302;3022;88,035;87,146;68,853;48,251;22,867;20,818;11,27;4,879;2,285;818;484;4,956
302;3022;6,852;1,886;1,943;1,11;2,498;1,85;2,313;185;64;;;
302;3022;41,952;24,968;24,334;19,813;15,177;11,763;11,023;9,446;6,692;9,124;4,202;12,608
302;3023;32,436;25,664;32,296;31,399;16,883;16,614;12,673;15,476;17,504;16,049;11,988;12,589
302;3023;3,323;3,703;3,658;2,617;1,814;770;254;643;287;214;74;140
302;3024;1,407;255;292;;;;;;;;;
302;3025;17,898;11,015;8,894;8,965;364;697;668;150;166;166;;
302;3025;18,136;11,641;9,793;7,168;3,859;2,653;2,171;3,792;6,264;6,138;5,878;5,321
302;3025;33,68;40,233;30,571;20,716;14,658;9,302;6,512;6,256;3,55;2,875;3,22;16,971
302;3025;24,954;19,342;12,33;11,481;7,494;6,786;6,381;11,997;15,744;15,411;10,319;11,44
302;3026;11,567;15,343;21,417;27,172;10,866;15,167;11,507;5,93;1,921;2,108;1,336;4,407
302;3026;38,64;20,921;15,43;13,165;13,142;11,365;15,217;56,096;54,425;60,387;46,797;42,207
302;3027;65,072;65,797;36,713;17,886;2,778;6,242;12,492;36,28;44,327;43,245;36,119;28,534
302;3027;26,365;16,707;17,355;16,466;6,852;15,078;14,824;7,362;5,795;6,37;5,808;10,068
302;3027;59,845;18,772;26,859;19,16;5,199;7,518;4,868;2,923;1,35;953;125;441
302;3028;126,887;80,597;80,165;61,479;48,788;40,875;41,793;46,699;56,96;57,294;54,172;68,856
303;3030;470,188;386,64;459,875;542,621;508,142;437,78;426,721;509,908;429,696;576,322;677,94;660,03
303;3031;8,574;6,34;5,111;5,211;8,629;7,507;2,848;1,975;2,293;1,166;293;635
303;3031;3,717;2,608;2,526;2,607;2,377;1,642;2,091;1,893;1,539;1,122;1,036;1,399
303;3032;35,729;28,097;31,09;27,479;31,849;25,162;25,046;22,291;31,636;40,555;40,512;36,3
303;3032;74,486;59,743;65,132;57,435;63,559;53,084;54,422;65,827;61,978;74,534;64,709;58,894
303;3032;12,336;10,348;9,948;10,042;8,961;9,287;8,441;7,601;9,252;9,958;3,035;793
303;3032;12,38;11,518;10,426;10,101;12,147;8,918;11,515;11,666;7,514;17,386;14,833;17,757
303;3032;20,572;16,621;16,301;12,465;17,805;11,673;3,259;755;320;;;
303;3033;109,466;70,956;144,933;134,401;133,239;97,798;71,318;68,282;49,969;34,963;15,694;11,913
303;3033;12,593;25,271;25,988;16,915;1,543;;;;;;;
303;3034;153,233;137,773;138,265;145,563;133,441;139,444;162,427;156,941;109,386;59,148;14,644;34,212
303;3034;66,373;155,201;136,838;81,284;79,764;46,952;39,971;57,785;28,429;22;12,719;4,625
303;3034;28,058;12,529;12,136;15,695;17,449;21,542;41,49;12,694;2,357;2,598;1,299;5,231
303;3034;10,907;15,508;9,754;3,645;201;112;;59;;;;
304;3040;15,146;13,39;12,962;12,533;14,944;11,462;11,482;10,858;10,685;10,525;6,729;5,017
304;3040;25,699;24,224;25,74;24,974;24,058;21,748;18,386;17,369;17,031;41,204;26,653;20,84
304;3040;6,738;5,249;4,895;5,397;5,365;4,411;3,772;3,298;2,42;2,163;787;466
304;3040;15,333;13,239;13,423;11,103;11,502;9,759;11,692;12,395;9,233;7,335;3,834;3,489
304;3040;10,533;8,731;9,742;9,657;8,229;7,133;7,434;7,411;6,926;11,222;7,925;7,963
304;3040;14,901;12,408;11,318;10,194;14,401;12,079;9,736;16,117;12,404;12,27;7,7;9,625
304;3040;18,739;12,726;14,764;13,249;11,781;9,477;6,858;5,018;4,013;3,432;1,213;403
304;3040;2,115;671;1,664;1,56;1,602;2,127;517;94;7,51;13,007;10,512;12,808
304;3041;91,087;68,711;78,213;74,772;74,205;65,237;68,581;63,404;57,371;62,653;61,539;63,973
304;3041;181;71;36;53;9;54;27;;;;;
304;3041;6,798;3,29;2,093;2,019;299;;;;;;;
304;3041;9,544;5,243;6,457;5,646;6,269;4,541;5,305;4,019;3,617;4,767;3,37;4,533
304;3041;16,077;13,471;12,712;14,354;9,66;9,746;10,505;8,998;7,601;10,055;6,64;7,583
304;3041;1,327,320;1,146,688;1,179,362;1,204,805;1,244,944;1,139,328;1,124,952;1,064,879;1,013,009;1,179,798;1,059,680;1,055,415
304;3041;448,588;290,804;310,579;310,012;328,559;298,347;301,225;346,246;304,617;372,554;372,553;365,107
304;3041;1,243,912;914,097;686,083;538,136;578,513;606,908;681,616;613,462;514,875;689,91;766,093;1,478,913
304;3042;104,021;97,388;102,242;111,477;109,851;92,348;76,881;79,636;125,605;165,351;135,235;148,938
305;3050;157,174;135,343;168;196,886;220,778;202,848;232,093;237,423;210,298;237,91;182,486;195,285
305;3050;137,988;112,01;134,293;155,088;96,688;89,141;83,61;76,522;62,923;75,739;68,266;77,233
305;3050;85,656;66,095;84,695;91,086;79,106;79,964;86,798;105,016;88,982;95,808;90,36;89,349
305;3050;14,466;10,325;13,362;18,973;19,064;19,898;21,075;19,866;21,614;20,958;14,156;19,416
305;3050;34,925;21,855;24,221;28,827;29,242;24,16;27,724;25,212;27,086;32,147;22,976;26,924
305;3051;800;196;193;64;;;109;;64;129;;47
305;3052;115,223;95,544;146,367;191,407;189,721;152,71;171,817;178,091;152,584;173,285;96,371;97,893
305;3053;7,853;5,579;7,251;15,46;979;1,449;837;164;;;19;140
305;3053;159,729;207,485;255,05;229,365;198,959;158,877;167,754;219,776;159,771;195,628;144,648;152,391
305;3053;16,006;12,375;13,775;16,904;10,931;11,923;10,63;10,06;9,774;10,677;8,783;9,708
305;3054;44,124;37,952;47,498;48,508;30,834;27,603;32,385;29,942;28,442;25,994;23,076;24,017
305;3054;15,465;8,066;14,062;26,55;33,081;26,368;27,585;29,874;27,906;30,848;31,545;33,394
305;3055;5,065;4,426;9,94;20,259;12,703;8,396;8,31;9,016;3,757;7,733;8,537;5,397
305;3055;20,337;21,702;30,848;37,678;2,178;2,022;871;832;93;45;47;93
305;3056;95,085;90,512;81,578;82,395;6,136;5,21;1,701;769;845;790;;33
305;3057;34,185;31,44;43,736;62,643;30,334;29,991;30,962;34,175;28,759;37,089;27,175;30,171
305;3057;2,8;3,245;7,635;26,264;5,111;6,801;4,512;4,938;5,003;4,307;5,017;5,361
305;3057;8,138;6,611;6,504;12,414;803;1,038;560;252;294;;92;
310;3100;11,335;11,237;10,703;13,593;13,073;13,17;12,08;13,729;10,464;12,829;8,379;8,488
310;3100;25,272;18,235;53,466;54,316;35,504;23,708;56,232;88,083;79,348;84,831;68,798;88,704
310;3101;153,099;90,096;82,622;92,823;82,056;76,695;58,382;45,16;49,003;55,355;34,934;38,148
310;3101;257,997;117,245;138,961;136,737;123,582;144,167;168,299;145,123;151,686;115,162;120,571;221,297
310;3102;208,777;175,071;197,675;156,128;101,37;70,396;38,107;31,919;27,542;38,849;29,019;30,216
310;3102;255,052;193,965;184,044;209,93;189,906;281,74;348,351;320,074;330,089;319,841;309,928;458,194
310;3103;16,648;10,818;29,483;19,93;15,004;22,482;24,365;25,939;21,108;24,065;21,719;32,973
310;3103;176,851;129,637;142,261;111,042;102,603;100,447;80,644;71,562;84,574;108,51;98,39;171,766
310;3103;38,907;26,564;31,223;31,543;19,465;20,853;10,655;11,249;8,451;16,024;14,497;16,518
310;3103;23,918;16,736;14,08;13,809;7,376;8,295;6,748;9,753;15,991;18,13;17,36;50,742
310;3103;66,865;47,136;50,936;43,604;26,956;13,629;5,225;2,922;1,593;3,391;3,371;710
310;3103;11,565;9,804;11,117;7,571;7,457;8,86;4,725;2,658;1,255;3,756;3,911;1,922
310;3103;42,98;46,892;46,464;69,21;80,301;132,687;116,465;154,479;142,953;135,54;178,498;201,418
310;3106;84,738;60,867;76,123;85,344;80,245;83,225;85,455;58,885;40,931;37,342;35,207;38,002
310;3106;328,161;268,249;299,283;238,94;174,352;152,891;175,991;173,785;162,423;160,141;138,318;200,119
310;3106;10,253;13,317;14,255;11,685;16,183;13,59;12,18;7,215;12,35;15,093;14,377;12,727
310;3107;239,425;191,214;167,456;140,522;145,705;154,519;149,734;140,792;138,1;143,958;110,008;123,205
310;3107;108,247;54,972;68,076;63,739;48,735;39,714;41,266;45,485;44,207;59,743;42,738;52,778
310;3107;;19;65;121;;19;53;;;;;
311;3110;591,035;361,399;337,468;441,232;543,14;312,61;294,249;332,899;426,308;334,15;290,319;266,904
311;3110;297,83;323,357;283,181;267,815;306,274;286,233;277,865;280,221;349,811;319,488;280,342;227,062
311;3110;1,171,733;1,113,191;1,550,199;1,192,244;1,107,772;1,009,593;1,176,907;974,635;1,025,036;1,069,001;1,199,875;1,246,159
311;3110;10,894;6,391;4,923;3,233;4,317;4,582;3,668;1,528;237;;;79
311;3110;101,17;79,756;56,699;49,894;52,106;45,676;52,848;40,818;40,871;44,867;31,29;29,602
311;3111;213,353;168,024;134,778;133,107;113,327;92,097;91,993;152,696;102,624;110,355;102,3;93,543
311;3111;19,657;13,265;13,651;13,543;11,888;8,701;13,41;17,163;18,73;13,346;15,114;17,77
311;3112;220,559;147,693;179,12;189,933;166,561;166,965;194,364;202,198;179,05;195,899;166,33;258,52
311;3112;284,797;235,997;200,656;370,001;165,861;256,376;194,304;56,201;35,998;92,461;55,876;57,921
311;3112;361,14;424,62;479,29;419,266;295,892;298,8;427,576;435,862;322,383;347,968;265,74;283,57
311;3113;123,031;116,469;122,934;117,599;316,652;279,79;244,594;242,571;239,263;238,897;185,405;290,976
311;3114;21,75;13,917;26,51;36,639;19,116;18,237;10,255;5,33;4,819;4,414;889;1,741
311;3114;126,384;95,332;115,687;133,761;80,92;159,467;150,769;40,387;32,525;59,33;24,919;12,181
311;3115;24,098;5,159;4,074;5,548;2,987;644;1,145;;243;533;;766
311;3115;14,33;6,379;32,927;27,374;12,249;8,748;5,108;1,944;679;261;11,655;34,239
311;3116;746,555;673,01;723,164;761,125;675,939;697,726;680,698;624,099;564,409;654,314;549,904;632,727
311;3116;151,448;148,701;174,4;175,246;192,625;160,585;139,204;137,045;137,575;166,522;141,466;170,305
311;3116;134,456;124,124;109,395;96,347;80,686;79,869;80,573;86,128;86,378;99,938;97,859;132,924
311;3117;101,526;82,1;98,048;100,696;70,426;64,345;70,397;60,862;64,392;70,561;64,241;65,131
311;3117;49,263;39,189;40,642;52,313;54,02;46,717;55,421;47,458;41,093;39,346;38,094;39,54
311;3117;58,623;50,252;61,344;63,245;55,783;50,885;65,734;62,542;44,049;43,411;27,198;31,028
311;3117;446,264;364,766;322,458;320,161;339,856;298,307;349,984;367,143;377,313;333,583;300,73;332,016
311;3117;94,818;68,231;69,58;62,598;59,973;59,529;61,238;50,508;49,974;53,537;51,508;53,904
311;3117;17,529;14,164;15,251;10,28;4,743;10,238;9,254;12,652;9,976;15,961;12,591;6,336
311;3117;335,562;499,67;257,158;301,048;258,714;259,693;299,303;367,763;272,757;254,292;244,641;273,058
311;3117;66,672;53,123;55,126;56,686;64,948;53,797;69,597;54,02;42,07;45,197;32,94;36,709
311;3117;48,532;31,822;29,882;32,281;35,568;52,036;48,121;55,158;45,775;45,021;41,521;69,453
311;3118;27,062;19,416;9,065;8,825;9,478;9,306;7,058;5,111;6,53;10,692;6,09;10,334
311;3118;79,757;69,829;59,379;42,391;37,755;73,666;67,465;62,525;59,146;66,106;59,51;63,264
311;3118;89,991;66,914;58,102;50,407;57,605;40,259;59,355;74,954;73,627;57,454;54,58;52,645
311;3118;11,932;8,234;5,123;6,244;4,303;11,199;17,355;13,715;15,904;12,609;8,032;5,958
311;3118;32,262;22,905;30,732;46,313;13,964;18,867;11,231;8,52;19,709;25,76;17,742;21,23
311;3118;44,102;22,307;13,74;14,88;13,693;12,201;15,187;18,382;56,232;34,527;22,52;66,672
311;3119;15,062;10,201;9,878;6,703;12,878;11,103;10,43;11,643;19,433;19,127;12,23;10,655
311;3119;113,875;136,324;146,755;128,725;136,237;125,242;94,85;88,621;87,255;83,576;95,068;86,868
311;3119;33,292;32,323;38,432;40,559;70,648;50,115;44,496;34,891;34,131;39,82;35,753;33,528
312;3120;303,796;279,606;285,841;231,459;226,893;229,551;249,55;252,962;248,326;280,364;323,717;516,749
312;3120;1,016,424;800,389;859,322;807,912;706,718;665,633;695,801;683,045;709,266;761,926;824,563;1,500,499
312;3120;3,874;3,318;6,892;5,942;4,865;6,04;7,079;7,548;7,368;8,622;9,507;14,285
312;3121;273,6;252,24;260,466;266,891;338,963;305,157;291,163;261,393;230,12;242,17;227,712;246,344
312;3121;176,087;167,119;175,126;147,706;153,077;159,545;173,513;170,395;179,149;203,482;183,522;177,779
312;3121;16,148;15,369;16,014;12,677;13,653;11,504;10,36;12,76;12,435;10,276;9,918;9,149
312;3121;28,502;25,116;27,495;29,759;27,53;25,925;27,325;24,821;23,797;25,554;33,937;48,581
312;3123;183,645;183,827;229,544;574,647;139,408;139,778;342,223;161,686;127,008;151,061;136,492;175,993
312;3123;134,133;183,189;125,306;205,973;112,686;99,26;172,835;136,793;102,027;130,946;124,653;124,684
312;3124;338,246;353,959;324,239;391,607;328,709;303,78;725,006;354,507;296,099;522,156;850,116;423,004
312;3124;1,595;1,664;2,97;47;;;0;558;;;;
312;3124;767,179;846,217;662,489;756,684;610,456;595,312;1,257,500;651,423;572,415;643,71;525,865;702,724
312;3124;54,707;67,906;67,463;112,257;69,079;39,884;125,889;47,285;42,305;63,206;49,515;97,439
312;3124;49,614;47,168;49,317;60,463;47,556;38,836;96,723;39,847;38,779;62,17;39,475;51,351
312;3124;649,267;524,07;652,365;1,020,167;488,807;435,62;2,111,565;410,281;411,882;547,099;501,626;727,979
312;3124;163,68;136,149;150,069;232,263;135,554;109,741;302,5;99,315;80,411;100,201;107,837;158,506
312;3124;100,408;122,801;191,485;848,847;126,477;116,584;454,136;105;96,849;100,998;98,381;144,119
312;3125;391,281;4,750,795;306,451;229,788;12,604;10,854;91,014;1,702,196;30,624;39,418;17,605;11,973
312;3125;279;168;;1,658;94;;8,404,164;10,049;3,02;1,583;1,141;1,373
312;3125;2,055,186;400,907;393,973;253,943;168,276;266,609;236,937;157,137;80,369;354,501;75,805;331,937
313;3130;1,114,884;1,002,850;1,032,098;981,105;1,028,416;1,075,159;1,203,908;1,160,455;1,043,739;1,362,741;994,508;1,176,882
313;3130;61,887;56,912;42,599;45,527;61,313;45,955;30,002;35,23;41,338;53,587;32,516;48,152
313;3130;884,57;832,587;780,905;780,96;800,135;655,421;644,548;625,792;595,523;780,249;446,958;550,224
313;3131;227,454;237,374;227,662;240,821;238,794;262,447;346,65;334,652;352,577;482,11;318,037;398,2
313;3131;257,587;254,827;180,917;178,273;266,768;219,876;234,077;261,405;248,568;330,427;191,637;230,227
313;3131;338,978;318,669;228,632;264,585;244,407;217,902;205,475;212,379;206,148;303,013;213,085;320,259
313;3132;756,278;866,664;581,275;524,823;612,378;716,186;668,927;760,831;562,585;848,584;662,837;869,291
313;3132;38,304;26,726;37,457;21,752;54,679;91,184;47,437;46,624;41,622;30,146;32,725;73,946
313;3133;324,124;296,931;269,052;256,124;277,55;300,246;250,716;235,947;230,044;323,777;303,298;359,937
313;3133;101,621;119,335;181,462;225,629;180,682;194,544;169,309;153,382;161,149;207,95;104,852;137,311
313;3134;154,921;109,019;99,107;84,39;132,684;111,765;111,599;101,009;94,606;140,659;102,362;133,803
313;3135;64,074;84,554;24,737;43,051;39,39;38,85;32,29;21,654;21,112;36,687;16,918;28,262
